# prose-blocker triage — #610
#
# One row per blocking construct censused by `bash tools/prose-blockers.sh census` over the
# pre-prune tree, dispositioned per the manifesto's P2/P5: a prose-only blocker is either
# restated gate prose, a rule worth enforcing, or a rule that was never a control.
#
# COLUMNS  id  disposition  action  sites  enforcer  note
#
#   id           the census id. Content-derived, so a construct whose prose this prune EDITED
#                carries its post-prune id and names its predecessor in the note. A construct
#                whose prose was deleted keeps the id it was censused under.
#   disposition  gate-backed | promoted | deleted
#   action       prose-deleted | pointer-kept | lockstep-pinned | guard-added | filed
#   sites        comma-joined path:line, regenerated from the census command
#   enforcer     REPO-RELATIVE PATH :: subcommand-or-check-name, for gate-backed and promoted
#                rows. A `filed` row carries the follow-up issue instead. THIS KEY FORMAT IS
#                DECLARED REVERSIBLE: the phase-2 classification register may re-key it, and
#                everything here regenerates from the census command.
#   note         why. For `deleted`, the one line saying it was never a control.
#
# WHAT THIS FILE IS NOT. It is not a register the census reads — nothing enters the corpus by
# being listed here, and nothing leaves it by being forgotten. `bash tools/prose-blockers.sh
# check` compares the two and reports a construct with no row, a `prose-deleted` row whose
# construct is still in the tree, and a surviving-action row whose construct is gone.
#
# AGENT CONTRACT FILES. Agent contract files under plugins/*/agents carry the same construct
# class and, as of #637, ARE censused here alongside SKILL.md — the phase-2 register this
# residual used to be routed to (#605) is keyed on enforced gates in code and cannot hold
# prose, so it was never a home for it. An agent has no run to stop and no milestone ladder;
# tools/prose-blockers.sh's Corpus section says how a "stop" construct is read against that
# narrower outcome (answer / decline to answer).
#
# SEQUENCING with the open guard-size and prose-load tickets: this prune touches SKILL.md prose
# only. #553 (lean-gate.sh comments), #554 (orchestrate-lean.sh and run-selftests.sh comments)
# and #566 (milestone 3's supervision machinery) own SHELL prose in files this record only ever
# names as enforcers; #541 is their epic. Where #566 deletes milestone 3's long-sweep
# machinery, the build-lean prose describing it is #566's residual, not this record's — no row
# here disposition a construct in that block.
#

pb-b703544b	promoted	filed	plugins/dev-pipeline/skills/review-lean/SKILL.md:164	#753	The other half of pb-0426581f, split out at #622's re-cut and unchanged in substance: a spec amended after the fact to match the diff. Still no gate — telling a spec amended to fit the diff from one amended because scope legitimately moved needs the direction test and the recorded-authority carve-out, which are #753's scope. Prose stays: it is the rule's only control until then.
pb-21641fc1	deleted	pointer-kept	plugins/intake-toolkit/skills/intake-orchestrator/SKILL.md:218	-	Site 1 of 2. Never a control: the rule fires only where topology.type is be-fe-pair AND both repos declare ticketTag, which onboard never emits, so no shipped config reaches it. Every available intake-exit home is invoked by skill prose, so no promotion reaches P2 impossible-to-skip either. Prose kept: Step 1.5 four-way branch dangles without it. Re-triaged from promoted/filed/#623; #623 closed on this basis.
pb-ce91bffc	deleted	pointer-kept	plugins/intake-toolkit/skills/intake-orchestrator/SKILL.md:235	-	Site 2 of 2, same rule as pb-21641fc1. Re-triaged from promoted/filed/#623; #623 closed on this basis.
pb-3bdd8454	deleted	pointer-kept	plugins/design-toolkit/skills/figma-iterate/SKILL.md:57	-	Never a control — and not because the rule is unwanted: no surface on this skill's path can enforce it. design-toolkit ships no hooks, and a PreToolUse on AskUserQuestion fires only on the arm that already passes, so a promotion stays prose asking the model to run a script. Prose kept: it is the rule's only expression. Re-triaged from promoted/filed/#624; #624 closed NOT_PLANNED on this basis.
pb-7ec3eca9	gate-backed	prose-deleted	plugins/dev-pipeline/skills/build-lean/SKILL.md:36	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::verdict	"You never author the verdict" — the gate refuses a verdict carrying the build session identity and scripts/check-lean-chain.sh refuses it again. The block was the restatement and nothing else.
pb-78bacc64	gate-backed	prose-deleted	plugins/dev-pipeline/skills/review-lean/SKILL.md:104	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::verdict	The same rule, the review side. The block said outright that a hand-written record reds at check-lean-chain.sh anyway.
pb-7e44dbda	gate-backed	prose-deleted	plugins/dev-pipeline/skills/review-lean/SKILL.md:11	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::verdict	The restated refusal goes; why this is a separate session stays, because a reader arriving at the file needs it.
pb-731a8ac0	gate-backed	prose-deleted	plugins/dev-pipeline/skills/review-lean/SKILL.md:27	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::verdict	The identity refusal is stated at the gate and again at the merge boundary. The instruction to export the id survives.
pb-a575f1b4	gate-backed	prose-deleted	plugins/dev-pipeline/skills/review-lean/SKILL.md:79	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::verdict	Two refusals restated in one step: rc=9 on a foreign tree, and the armed-run refusal of a not-applicable fidelity. Both are the gate current messages.
pb-7e295f82	gate-backed	prose-deleted	plugins/dev-pipeline/skills/build-lean/SKILL.md:29	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::4	Milestone 4 refuses a verdict carrying the build identity. The hand-off instruction stays; the restated refusal does not.
pb-63776cf4	gate-backed	prose-deleted	plugins/dev-pipeline/skills/review-lean/SKILL.md:89	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::4	Three surfaces recompute the patch id and each refuses on its own. m4/patch-stale is an earn-your-keep point in docs/gate-ablation.md with a dated incident (2026-08-03), so the gate stays and only the prose copy goes.
pb-6567822d	gate-backed	prose-deleted	plugins/dev-pipeline/skills/build-lean/SKILL.md:38	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::fix-budget	The budget is a hardcoded constant with no flag and no env seam, and the absent/attempt taxonomy is the gate own bookkeeping. What survives is the part no gate does: post the abort comment, keep the worktree and the claim.
pb-c720d13d	gate-backed	prose-deleted	plugins/dev-pipeline/skills/build-lean/SKILL.md:39	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::wrong-tree	rc=9 refuses, evaluates nothing and spends no budget, and says all three. What survives is the cwd advice, which is a harness fact the gate cannot state.
pb-71661525	gate-backed	prose-deleted	plugins/dev-pipeline/skills/review-lean/SKILL.md:33	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::wrong-tree	The same rc=9, the review side. Which checkout to use is not the gate business and stays.
pb-83a5f3b5	gate-backed	prose-deleted	plugins/dev-pipeline/skills/build-lean/SKILL.md:21	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::1	Two restatements in one step: rc=9 ("never work in the shared checkout") and milestone 1 pause-and-ask refusal. The remedy — get an operator comment — stays.
pb-c54693f0	gate-backed	prose-deleted	plugins/dev-pipeline/skills/build-lean/SKILL.md:23	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::1	Milestone 1 refuses a spec that carries neither the receipt D-n rows nor a DEPARTURE mark, and ledger-lint.sh refuses each arity. The route (ledger-carry-forward.sh) survives; the refusal does not.
pb-6131f8c1	gate-backed	prose-deleted	plugins/second-shift/skills/onboard/SKILL.md:120	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::3	Milestone 3 render gate owns "a ticket declaring a non-default render state is refused". Onboard restated it while describing what liveRender buys.
pb-2f0a8825	gate-backed	prose-deleted	plugins/dev-pipeline/skills/build-lean/SKILL.md:44	scripts/check-lean-chain.sh::ratification	The merge boundary refuses ratified: no. The P9 obligation to WRITE the intent-gap record is not gated and stays.
pb-0fcf3243	gate-backed	prose-deleted	plugins/intake-toolkit/skills/interviewing-baseline/SKILL.md:183	scripts/check-lean-chain.sh::ratification	The same two refusals, restated where the record schema is documented. The schema note stays; where a citing-nothing yes is settled is now a pointer.
pb-bdd633e7	gate-backed	prose-deleted	plugins/dev-pipeline/skills/review-lean/SKILL.md:116	scripts/check-lean-chain.sh::verdict-record	The second copy of the all-dark rule. The settled KEEP is not dispositioned away — pb-94ee597a, the checklist step that carries the operative instruction, survives whole.
pb-ee574d15	gate-backed	prose-deleted	plugins/dev-pipeline/skills/run-lean/SKILL.md:37	plugins/dev-pipeline/skills/run-lean/orchestrate-lean.sh::probe_intake	probe_intake IS this rule: it reads the label, names the reject, recognises the re-entry state, and states the ungated-tracker arm itself. The remedy the operator acts on is at checklist step 5, which stays.
pb-c0f16a39	gate-backed	prose-deleted	plugins/dev-pipeline/skills/run-lean/SKILL.md:8	plugins/dev-pipeline/skills/run-lean/orchestrate-lean.sh::loop	Not a refusal the prose adds — the script owns the loop by construction. Only the refusal wording went; the role statement is the first thing a scheduler session reads.
pb-17e023fe	gate-backed	prose-deleted	plugins/second-shift/skills/onboard/SKILL.md:169	plugins/second-shift/skills/onboard/tools/scaffold-review-context.sh::refuse-overwrite	The tool refuses to overwrite an existing review-context.md and says so on stderr.
pb-3f2b7994	gate-backed	prose-deleted	plugins/second-shift/skills/onboard/SKILL.md:161	plugins/second-shift/skills/onboard/tools/scaffold-review-context.sh::reject-empty-body	The tool refuses an empty or TODO body. Why a hollow section is bad is not the tool business and stays.
pb-7fd1ca9e	gate-backed	prose-deleted	plugins/second-shift/skills/onboard/SKILL.md:298	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::entry	The entry-gate refusal restated a second time in the same file. doctor FAIL on the same combination is the check that actually catches the hand edit, and it stays.
pb-e2ae0c39	deleted	prose-deleted	plugins/design-toolkit/skills/figma-faithful/SKILL.md:51	-	An instruction NOT to stop. Nothing ever demanded the stop it forbids, no gate could enforce it in either direction, and it appears in no firing in docs/gate-ablation.md — it was never a control.
pb-820b5ac8	deleted	pointer-kept	plugins/design-toolkit/agents/figma-faithful-spec-reviewer.md:98	-	First row from the #637 corpus widening (agent contracts). "A missing Element Inventory is a Blocker" cross-references the Severity Levels table (lines 43-49) so the reviewer grades that one gap Blocker rather than Warning — it names a severity LABEL, not a decline; nothing checks an agent-emitted finding severity (this agent dispatches schema-free since #574 retired its gate engine), so it was never a control. Kept whole: the Scene inventory completeness section this line points at would dangle without the cross-reference.
pb-85e129b1	gate-backed	pointer-kept	plugins/dev-pipeline/skills/review-lean/SKILL.md:140	.github/workflows/ci.yml::lint-and-selftests	Re-keyed from pb-6f30a528 by #719, which dropped the deleted budget script's entry from the policy-gate list in the same bullet. New with the merge-boundary rule. The construct is the SECOND half of that rule — a red correctness lane stays a blocker — and it is a pointer rather than a control: ci.yml runs those lanes at the merge boundary and refuses independently of what any verdict record says, so a reviewer who ignored the prose still could not ship. The first half of the rule (a POLICY red is recorded, not blocking) is deliberately not a blocking construct and censuses as none.
pb-ca49bd15	gate-backed	pointer-kept	plugins/dev-pipeline/skills/review-lean/SKILL.md:70	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::verdict	New with #693's evidence table. cmd_verdict refuses an armed `--fidelity pass` whose summary carries no conforming section, so the control is the gate and not this sentence. The prose is kept as the grammar's PUBLICATION point: a refusal message names what is wrong with a table, never the shape of a correct one, so a producer that could only learn the format from a refusal would be refused, retried and refused again.
pb-ba11248e	gate-backed	pointer-kept	plugins/dev-pipeline/skills/review-lean/SKILL.md:84	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::verdict	The verdict cell's closed enum — same construct, same enforcer as pb-ca49bd15 above. A bare `deviation`, a free-text reason and a citation the spec does not declare are each refused by the writer's own reader. The sentence stays because it tells the producer which of the two legal forms to emit and that a cited deviation does not force `fidelity: fail`, neither of which a refusal can say before the fact.
pb-f643817e	gate-backed	pointer-kept	plugins/dev-pipeline/skills/build-lean/SKILL.md:27	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::milestone-3	Re-keyed from pb-cbe0e255 by #739, which replaced the step's `design-toolkit:<provider>-faithful-plan-reviewer` dispatch template with a pointer to the gate's own refusal (the template expands to a name that does not exist for the claude-design family). Re-keyed from pb-0c42ee3f by #710, which added the plan-REVIEW record to the same checklist step (pb-0c42ee3f was itself #694's re-key, when the plan clause first reached this line). The whole construct restates milestone 3's own refusals: the advisory demotion of lint/test/extraLanes, the translation plan asserted before the render pass, the plan-review record asserted with it, and the render receipt's red-until-committed. Every clause is a refusal cmd_3 raises, so the checklist is a pointer to the gate and not a second control. Kept because the operator needs the ordering to plan a round, not to be enforced by prose.
pb-a8f2922b	gate-backed	pointer-kept	plugins/design-toolkit/skills/design-faithful/SKILL.md:45,plugins/design-toolkit/skills/figma-faithful/SKILL.md:188	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::milestone-3	#694. Publishing an artifact grammar to its PRODUCER, the same shape #693 gave review-lean step 5b: the path, the planned_from header, the two column anchors and the no-empty-cell rule are each a design_plan_gate refusal, and the producer cannot satisfy a gate whose contract it has not been told. Pointer-kept rather than prose-deleted for the reason that row gives — the skill is read by the session that must write the artifact, and the gate's error text is only reachable after a failed round.
pb-a3dbf560	deleted	pointer-kept	plugins/design-toolkit/agents/figma-faithful-plan-reviewer.md:92	-	#694, the same class as pb-820b5ac8 (agent contracts). Never a control: it tells a reviewer AGENT which severity to grade a component-resolution finding at, and no gate in this repo reads a translation plan's component column for suitability — the gate asserts the cell is non-empty and stops there, deliberately. A promotion has nothing to promote to; the judgement is exactly the part a static reader cannot make. Kept as the reviewer's own instruction.
pb-c66b4201	deleted	pointer-kept	plugins/design-toolkit/agents/design-faithful-plan-reviewer.md:109	-	New at #739, and the same class as pb-a3dbf560 on the figma sibling (agent contracts). Never a control: it tells a reviewer AGENT that its component-suitability slice is to refuse a resolution the plan never justified, and no gate in this repo reads a translation plan's component column for suitability — the gate asserts the cell is non-empty and stops there, deliberately. A promotion has nothing to promote to; the judgement is exactly the part a static reader cannot make. Kept as the reviewer's own instruction.
pb-1c207e51	gate-backed	pointer-kept	plugins/dev-pipeline/skills/review-lean/SKILL.md:118	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::verdict	#708. The verdict-writing step, now naming --panel among its flags and stating that an armed spec's list must carry the reviewer the handoff host implies. Prose that reads as a rule and IS one: cmd_verdict refuses a missing, empty or reviewer-less --panel on an armed spec, and refuses it at the writer specifically so the fix costs a flag rather than a round. The prose is a pointer to that refusal, not a second control — a session that ignores it gets the gate's own message. Re-keyed from pb-802149ba by two changes that landed together: the engine name is now qualified `review-toolkit:review-lead`, and the --panel definition now counts a reviewer recovered by review-lead Step 4b's mandated re-dispatch. Neither changed what it points at.
pb-d06a8f2a	gate-backed	pointer-kept	plugins/review-toolkit/skills/review-lead/SKILL.md:178	scripts/check-lean-chain.sh::verdict-record	#708. "WHICH reviewer is decided by the handoff link's host, never by design.provider." The 'never' is a rule with two machine copies, not a style note: the merge boundary's evidence arm 8 derives the family from the committed spec's first recognised handoff host and reds a panel that does not name the resulting reviewer, and lean-gate.sh's milestone 1 refuses an armed spec whose host disagrees with the configured provider. The two derivations are one lockstep block (lean-design-provider-family), so the prose points at a contract check-lockstep-pairs.sh holds together rather than at a convention a reader must remember.
pb-15096154	gate-backed	pointer-kept	plugins/intake-toolkit/skills/interviewing-baseline/SKILL.md:128	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::open_regions_defects	New with #700. States that milestone 1 enumerates this section from two declared sources and refuses a section it cannot read. open_regions_defects performs that refusal, so the prose restates it — but the audience is the RECEIPT AUTHOR, writing the section in an intake session that no build gate is running in yet. A refusal reaching a later session cannot teach the shape at authoring time, so the pointer is the earlier control, not a duplicate of the later one. Same reading as pb-2253f5d9.
pb-be1ceaa2	gate-backed	pointer-kept	plugins/intake-toolkit/skills/interviewing-baseline/SKILL.md:140	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::open_region_rows	New with #700. "Put an OR-n on every region" — open_region_rows enumerates only regions carrying an id, and a section yielding no rows is refused as unenumerable by open_regions_defects. Prose kept for the same reason as pb-15096154: the rule is addressed to the author of the section, and the gate that enforces it runs in a different session, after the receipt is already written and committed.
pb-db3589f8	gate-backed	pointer-kept	plugins/intake-toolkit/skills/interviewing-baseline/SKILL.md:146	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::cmd_1	New with #700. Says the refusal spends no fix attempt. cmd_1 is where that holds — check_pause_and_ask's rc=2 reaches `[ "$pa_rc" -ne 2 ] || envfail` ahead of fail_milestone, so no counter moves. The prose is not the control and could not be; it tells the human who has to act on the refusal that the fix is theirs to make out of band, which no exit code conveys.
pb-1c5740d4	gate-backed	pointer-kept	plugins/design-toolkit/skills/figma-faithful/SKILL.md:207	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::milestone-3	New at #710: the step-7 dispatch paragraph gained "milestone 3 refuses to render until the reviewer's output is committed", which is design_plan_review_gate's refusal restated. The dispatch itself is not gate-enforceable — no gate can run an agent or branch on its verdict — so the pointer is what tells the reader which half of step 7 the gate will hold them to, and the stop clause beside it belongs to the gate.
pb-1a8a2039	gate-backed	pointer-kept	plugins/design-toolkit/skills/design-faithful/SKILL.md:86	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::milestone-3	New at #739, and the claude-design counterpart of pb-1c5740d4: the translation-plan step's dispatch paragraph states that milestone 3 refuses to render until the plan reviewer's output is committed. That refusal is design_plan_review_gate's, raised by the gate the producer cannot see — publishing it to the PRODUCER is a pointer to a live control, not a second copy of it. Pinned by the same enforcer as its figma sibling; the two families' steps are deliberately not lockstep, so each carries its own row.
pb-2aea412a	gate-backed	pointer-kept	plugins/design-toolkit/agents/design-faithful-plan-reviewer.md:134	plugins/dev-pipeline/skills/build-lean/lean-gate.sh::milestone-3	New at #739, on the same construct class as pb-1c5740d4 and pb-1a8a2039. The per-node dimensions slice gained "Milestone 3 refuses a plan on that shape and charges a fix attempt for it" — restated gate prose, never a second control: design_plan_gate's plan_violations arm is what reds a dimensions table declaring no node/RS/px column, and fail_milestone 3 is what charges the attempt. The sentence is there so the agent states the cost when it raises the finding; nothing about the guard's behavior depends on it, and (dp12)/(dp13)/(dp14) are what would catch its removal.
